MonthYear,Ticker,Daily_Return
Oct-2024,APOLLOHOSP,-4.680189260324249
Oct-2024,ASIANPAINT,-13.966751141419675
Oct-2024,AXISBANK,-9.39927949456284
Oct-2024,BAJAJ-AUTO,-14.650296391354244
Oct-2024,BAJAJFINSV,-12.699837624982386
Oct-2024,BAJFINANCE,-9.279014696013421
Oct-2024,BEL,1.3977438876533397
Oct-2024,BHARTIARTL,-4.638241760282277
Oct-2024,BPCL,-16.082991501578686
Oct-2024,BRITANNIA,-10.179643138349533
Oct-2024,CIPLA,-12.133210480892087
Oct-2024,COALINDIA,-10.289729707927794
Oct-2024,DRREDDY,-13.688555901709094
Oct-2024,EICHERMOT,0.7602962564812124
Oct-2024,GRASIM,-4.783134073791108
Oct-2024,HCLTECH,2.7035813071820805
Oct-2024,HDFCBANK,1.1342652086059182
Oct-2024,HDFCLIFE,-0.39699091621120036
Oct-2024,HEROMOTOCO,-14.183946493904564
Oct-2024,HINDALCO,-7.357126565183668
Oct-2024,HINDUNILVR,-14.593310262539623
Oct-2024,ICICIBANK,1.6502154378673533
Oct-2024,INDUSINDBK,-24.801664860310726
Oct-2024,INFY,-0.3925847828821367
Oct-2024,ITC,-7.433246524610267
Oct-2024,JSWSTEEL,-8.415022595399044
Oct-2024,KOTAKBANK,-1.5499839755190212
Oct-2024,LT,-4.842416819016268
Oct-2024,M&M,-6.481237181218216
Oct-2024,MARUTI,-17.0373163811464
Oct-2024,NESTLEIND,-20.873466711314283
Oct-2024,NTPC,-7.269970145276112
Oct-2024,ONGC,-12.790394131052267
Oct-2024,POWERGRID,-6.891826558964348
Oct-2024,RELIANCE,-8.750656555526493
Oct-2024,SBILIFE,-13.417136085086765
Oct-2024,SBIN,2.42767053110954
Oct-2024,SHRIRAMFIN,-12.601765331787194
Oct-2024,SUNPHARMA,-6.136175451417657
Oct-2024,TATACONSUM,-15.72303261177824
Oct-2024,TATAMOTORS,-17.17313792868756
Oct-2024,TATASTEEL,-12.101531770784655
Oct-2024,TCS,-1.8291085999016405
Oct-2024,TECHM,-0.33195259722376314
Oct-2024,TITAN,-17.085659352465346
Oct-2024,TRENT,-7.471836324513506
Oct-2024,ULTRACEMCO,-3.8284147656311633
Oct-2024,WIPRO,-2.80939755123193
Sep-2024,ADANIENT,2.8301741256695396
Sep-2024,ADANIPORTS,-6.586473196928773
Sep-2024,APOLLOHOSP,3.5000739587313396
Sep-2024,ASIANPAINT,2.8665558859691886
Sep-2024,AXISBANK,3.8599713695428672
Sep-2024,BAJAJ-AUTO,13.519514305287174
Sep-2024,BAJAJFINSV,5.892637618389669
Sep-2024,BAJFINANCE,2.0359510396094516
Sep-2024,BEL,-11.89341007925896
Sep-2024,BHARTIARTL,6.110136375900054
Sep-2024,BPCL,-5.1099822293205115
Sep-2024,BRITANNIA,8.481141238705657
Sep-2024,CIPLA,-0.7935418801103364
Sep-2024,COALINDIA,-8.529071950645891
Sep-2024,DRREDDY,-9.089663776113074
Sep-2024,EICHERMOT,0.1828988890860943
Sep-2024,GRASIM,-0.06187875911738511
Sep-2024,HCLTECH,-1.566674102511122
Sep-2024,HDFCBANK,2.4130683555354318
Sep-2024,HDFCLIFE,-4.381543872024713
Sep-2024,HEROMOTOCO,0.7485638477984753
Sep-2024,HINDALCO,-3.2404815266249996
Sep-2024,HINDUNILVR,6.030042120889031
Sep-2024,ICICIBANK,7.823600289523367
Sep-2024,INDUSINDBK,-3.1287173350371096
Sep-2024,INFY,-3.230696746567004
Sep-2024,ITC,2.9827241097405666
Sep-2024,JSWSTEEL,4.464319170559492
Sep-2024,KOTAKBANK,2.2073914606966696
Sep-2024,LT,-1.6729700432760422
Sep-2024,M&M,12.472877127548909
Sep-2024,MARUTI,8.583676304895699
Sep-2024,NESTLEIND,7.234183393837016
Sep-2024,NTPC,0.7820166863077402
Sep-2024,ONGC,-11.37825877572608
Sep-2024,POWERGRID,1.027100301265224
Sep-2024,RELIANCE,-2.3306191510831455
Sep-2024,SBILIFE,-1.756865744873154
Sep-2024,SBIN,-4.885540529495486
Sep-2024,SHRIRAMFIN,7.284129206251919
Sep-2024,SUNPHARMA,2.0378830237405485
Sep-2024,TATACONSUM,-5.862067224140856
Sep-2024,TATAMOTORS,-15.031198226735881
Sep-2024,TATASTEEL,0.05795524004974517
Sep-2024,TCS,-8.142972653312494
Sep-2024,TECHM,-6.951423238136099
Sep-2024,TITAN,4.990050018488214
Sep-2024,TRENT,-4.383820950850145
Sep-2024,ULTRACEMCO,3.8560077946236397
Sep-2024,WIPRO,-1.423925075571861
