Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
BRITANNIA,0.4472742029047517,0.7293830687509824,0.7618796921171641,0.24452798529653816,0.7958166476843193,0.828766882586925,0.6093965751861897,-0.09978430553838624,0.7965703032187772,0.8565987579154647,0.7229385273895169,1.0,0.8019060085180576,0.7572866326632018,0.7928527813538138,0.7882232342959914,0.8711755811698282,0.6702676348039407,0.6498418396053547,0.5806116002052435,0.8370226493994474,0.8357784094257448,0.7790827113362175,0.8226258071369481,-0.2808545673356541,0.8089771183280823,0.7859894404157832,0.84091361542704,0.44649284138497275,0.5843673741076214,0.8303135134175962,0.5509233625973495,0.3293748783899717,0.8453961609296256,0.7102571185904315,0.8022943596862355,0.538830028710418,0.861755505434634,0.6420530567856555,0.8841880004601295,0.7852001684686708,0.6140768436430395,0.5784350297061293,0.5114803298666842,0.7526016784139941,0.840976718978649,0.1299588650984868,0.8675089680802406,0.9037613909806397,0.7039427402590349
CIPLA,0.6547694370054815,0.8939696441711728,0.8955055959455007,-0.20121224304921087,0.6952999626463763,0.9516920144497247,0.40670380937495776,-0.4167873667740755,0.8608338895923134,0.899716584498209,0.9309655536022795,0.8019060085180576,1.0,0.9068129207531541,0.8767995910569715,0.785886974772337,0.8698375087196725,0.7692627870828627,0.3553147474316569,0.36324603236274133,0.9165668461448817,0.7826652652314855,0.4132788290982704,0.8752183518876935,-0.3503090971716456,0.7566707734736695,0.47380408117577516,0.8065240068726247,0.10919266566395718,0.7358372190365611,0.8565058494729644,0.7411997592701324,0.27926147319946304,0.922394819480567,0.8840161786763125,0.9228977175743727,0.7552216765754466,0.8175313216558421,0.8464575122828584,0.9077953858300462,0.9342150848829837,0.7541879199952783,0.811918769656016,0.6980852956632786,0.8607130680903086,0.7912089125701404,0.19303549408605514,0.8967539063736883,0.8533158975750493,0.8391500316465665
COALINDIA,0.7621596921916636,0.9588401223463893,0.8000671157712271,-0.2001259398297805,0.7378415362164875,0.8960681810297983,0.22948461166120585,-0.511341485338252,0.8897248871583378,0.8294304243472997,0.9610710053277194,0.7572866326632018,0.9068129207531541,1.0,0.8666040293586266,0.8271532292799474,0.8636589045358464,0.5988017833872461,0.2666414070628438,0.2010220544071018,0.929801262471531,0.8140894881481946,0.3123932130230331,0.8088457563649171,-0.19134225315595044,0.6145824615001034,0.3671837254825638,0.7592022670169494,0.0732535184718878,0.765980174847642,0.8159492291814114,0.8304489266043448,0.3665225076178618,0.9258780759497912,0.961233550739584,0.9492457761513894,0.8810091190165277,0.7279512778129262,0.9049110478324538,0.807217661320143,0.8390630900189207,0.8234755160478098,0.9279766986491366,0.8203652385645183,0.8195958122011833,0.6597765506213455,0.1747558789489856,0.8047742857363264,0.8332104133002121,0.7458551079039911
DRREDDY,0.5688550753295272,0.8332518239853467,0.857217756546787,-0.06645510486647709,0.6437012415647024,0.834473834135207,0.3769771954855537,-0.4362590874267277,0.7800237927207376,0.8069015711380538,0.8714254892664491,0.7928527813538138,0.8767995910569715,0.8666040293586266,1.0,0.7126117653991099,0.8599526528480711,0.7660183860143409,0.37520000210130405,0.5052613744997698,0.7988831800086034,0.6766917084260297,0.5028090395442976,0.8110257955643374,-0.3253394615856836,0.8215543220985158,0.5534795122483117,0.7131510254659623,0.1972274356243491,0.647002429677981,0.7567646215928817,0.6645421799923553,0.2982928119592411,0.8718294427143848,0.9050261171923799,0.8566775179560205,0.7285782413993963,0.8702473503838025,0.7640812073562191,0.8549785073335553,0.8809251776143424,0.7522795846929448,0.8106217149081596,0.5465892944468831,0.9064112511634452,0.7836065673580284,0.17192947555543833,0.8287238318672498,0.8347417106163249,0.8206118796503319
EICHERMOT,0.48059615805817135,0.8091431925605874,0.7204222158202189,-0.16648395720869819,0.8398005857768195,0.8476524470762183,0.35421170243700223,-0.30231692444827424,0.9353745345712262,0.8958394973710554,0.8006238975175163,0.7882232342959914,0.785886974772337,0.8271532292799474,0.7126117653991099,1.0,0.9205843074951607,0.5171006075981597,0.6053432262430096,0.36851403090681967,0.8473018750203503,0.9216140633084922,0.4089356369603273,0.8974914881812674,-0.45510039380504325,0.5775181706527488,0.5447444757982078,0.9003163019327673,0.09698918152402729,0.6485908424445499,0.9324235003404749,0.7625024700456127,0.10498553481019073,0.8805307688221008,0.7703437544365186,0.9110303741128184,0.5983262458976656,0.6907857602985038,0.8679226005799718,0.8193450725362849,0.7775502741152853,0.4887149709757198,0.6755282595073717,0.7633912681769225,0.6701310392212039,0.766645038987333,-0.1123145988021811,0.8647146332789252,0.84436037163875,0.6635695904186335
GRASIM,0.5074928275039854,0.8594286475832317,0.8073654457618805,-0.1280884569588399,0.8481081092169431,0.9023197997657902,0.43351311557631494,-0.28639722472615214,0.9455387974585584,0.9422735363056385,0.8454598464269085,0.8711755811698282,0.8698375087196725,0.8636589045358464,0.8599526528480711,0.9205843074951607,1.0,0.6661227879363933,0.5890559814171581,0.4705457068872117,0.8838639817914131,0.8992215597878828,0.5134875668285125,0.9559139017022833,-0.44916550317267745,0.7417125315003439,0.6119813055644684,0.9041232193034362,0.19974341048050034,0.6768049411750989,0.9449444463922397,0.758344778178196,0.18371185219557828,0.926510069829052,0.84962281398489,0.9460821658754345,0.6756042712675248,0.8131899732948842,0.8745648958657147,0.9157798238757426,0.874052873738518,0.602998309131647,0.7363983602940837,0.7196754227943563,0.7959759306399216,0.8579165636757765,-0.033242478409845795,0.9247358677608158,0.9209979502685641,0.7955647326872287
HCLTECH,0.44086886457738783,0.6288886163486805,0.912644574834505,-0.08411532370847528,0.4531070592083118,0.7519698831343531,0.5676129040280342,-0.34550668465150325,0.5661250850849452,0.7458894417638895,0.7081921102470324,0.6702676348039407,0.7692627870828627,0.5988017833872461,0.7660183860143409,0.5171006075981597,0.6661227879363933,1.0,0.44817248544064664,0.6054803355367119,0.6392404362877918,0.5549331718336871,0.43568857119406224,0.7440211813762344,-0.4783683914922657,0.9118857453784426,0.5575282197442113,0.6851424902878576,0.3241573386360746,0.5809595749070826,0.6100783176093902,0.3069546860770356,0.07913373418765074,0.7586759974874353,0.6148101234323803,0.6500005380682087,0.4441612666073618,0.7870222318712714,0.5373729597930117,0.8151996304212041,0.8720107185190508,0.5442796171298031,0.48610564786324373,0.2539231267001723,0.8265954227603347,0.8523735255402417,0.3055848748380879,0.7966566381450597,0.7288889492724339,0.8983240415303866
HDFCBANK,0.04573227368375056,0.31601992877250257,0.42928839990137596,0.29862314231075454,0.634657569590408,0.453886290974814,0.5797138593197884,0.25085122522487574,0.5384974378627083,0.5870431584835524,0.25346797979478886,0.6498418396053547,0.3553147474316569,0.2666414070628438,0.37520000210130405,0.6053432262430096,0.5890559814171581,0.44817248544064664,1.0,0.6816587768311662,0.4020287763766623,0.6182079803921154,0.628153286011898,0.6175972441660601,-0.40455176140707527,0.5376334994732926,0.7168686775987188,0.7194891821823653,0.5379579291567561,0.33849254714306615,0.6225297924983534,0.14532020285216524,-0.02109349242211601,0.5042831391286818,0.19802880304227605,0.43684258985296576,0.030631056877321386,0.5331631968194723,0.3204877022798185,0.6059232400775018,0.438075826931113,0.0308120435701655,0.06132394416734406,0.1995434700635073,0.33412590744326603,0.6913463914371982,-0.09577124192898176,0.6157998718331988,0.6522751128755849,0.44420189287801193
HDFCLIFE,-0.12985153484457865,0.16977005087356553,0.48368944949026355,0.38391511712578896,0.2583527308869287,0.3839159562842023,0.6983518846978486,0.1541584391299827,0.300118446907855,0.4914536337217515,0.2584400910477691,0.5806116002052435,0.36324603236274133,0.2010220544071018,0.5052613744997698,0.36851403090681967,0.4705457068872117,0.6054803355367119,0.6816587768311662,1.0,0.22770793067478676,0.3355314162141907,0.7256994690213122,0.48219607259192765,-0.4404210837558277,0.7114276057045846,0.8303696707284175,0.49802310407545897,0.5018640628913147,0.17570240173760612,0.4262394350683033,0.07554323130118834,-0.0933114030377783,0.4145099043260305,0.23883749512743965,0.2881390891079158,-0.08434734684907849,0.7444828851037557,0.11354798583750554,0.5863479673794666,0.5160443956008727,0.07226640824208737,0.06197092668981501,-0.1353732199642417,0.4682493053579137,0.6883227651239858,0.05108943059345258,0.5865302309986424,0.4760963021296422,0.38838205306368023
HEROMOTOCO,0.7228603819141266,0.9271672554172785,0.8130798084505924,-0.13413561344597422,0.8369531516798163,0.9312820812427167,0.3444927155152703,-0.3750131185548866,0.9002833073319139,0.877966985346441,0.903493254316495,0.8370226493994474,0.9165668461448817,0.929801262471531,0.7988831800086034,0.8473018750203503,0.8838639817914131,0.6392404362877918,0.4020287763766623,0.22770793067478676,1.0,0.8666087329906583,0.4183236651744789,0.855330999076256,-0.20660869883228447,0.6629609203127896,0.42871883252800647,0.8238983930239032,0.18506711291353173,0.7706718318139055,0.8662771642746232,0.759388146750982,0.3834627517342263,0.9131639970389134,0.8634405341511749,0.938814178406918,0.8277319048885786,0.7328636724577432,0.865972458672592,0.8520395819200179,0.8320845241850473,0.7773155652448152,0.8286698554229301,0.8064888278881912,0.7969151807093467,0.7331931253767823,0.20030044573471328,0.8424140919102607,0.9017787325646147,0.7897816944440457
HINDALCO,0.5385127277834093,0.804026435334685,0.7215007819635239,-0.08313927013669106,0.8346635212278637,0.8687573412579457,0.44712205491678403,-0.20177465599199954,0.9045854616143059,0.9070022380493924,0.7754890903860588,0.8357784094257448,0.7826652652314855,0.8140894881481946,0.6766917084260297,0.9216140633084922,0.8992215597878828,0.5549331718336871,0.6182079803921154,0.3355314162141907,0.8666087329906583,1.0,0.4343441660039165,0.8737233322851976,-0.3553032608454067,0.5938374366347323,0.558062975592568,0.9378463040036682,0.22582244145821256,0.6743724983227691,0.9074172994223659,0.7083235127732208,0.18553879736249806,0.8905200223872589,0.7237903318421097,0.8776407116189993,0.604286109088899,0.6622374746061896,0.8094660454105053,0.8387389108143689,0.777966957803201,0.5210391571968538,0.6384707621914023,0.774772774068913,0.6393247444872316,0.7714676997757514,-0.011418768015881015,0.871178042479427,0.8530771774072109,0.6788499537337002
HINDUNILVR,-0.023991323083881886,0.2389125696833676,0.3881731101608939,0.6097370648344237,0.4743299961213238,0.42400671543971075,0.6436582450825944,0.2799554326981198,0.38234493505748257,0.48978850773615173,0.2660866491877017,0.7790827113362175,0.4132788290982704,0.3123932130230331,0.5028090395442976,0.4089356369603273,0.5134875668285125,0.43568857119406224,0.628153286011898,0.7256994690213122,0.4183236651744789,0.4343441660039165,1.0,0.4425392149605008,-0.1392556544205753,0.7002113666818104,0.8607102631258968,0.4917832361694296,0.5757596647076676,0.14653055001398002,0.4883483514067671,0.1432216374121749,0.2321814279112522,0.4181800500672407,0.30097922996193044,0.3697600824002474,0.08671006922750384,0.7365006458602001,0.1354692275906757,0.5943180831424936,0.41064353219072963,0.2852531583796595,0.13744466865343502,-0.006037981001391136,0.48189649279962976,0.6312787411987365,0.0926488120658723,0.5583737891565351,0.5859024184725877,0.33467652890084354
ICICIBANK,0.4963290230604016,0.8319205961236245,0.8531083324281526,-0.21148834206597122,0.8196406924090625,0.9202960361470753,0.4891618807668789,-0.30254811551457234,0.9089986993488188,0.9666736260257266,0.8376099584295206,0.8226258071369481,0.8752183518876935,0.8088457563649171,0.8110257955643374,0.8974914881812674,0.9559139017022833,0.7440211813762344,0.6175972441660601,0.48219607259192765,0.855330999076256,0.8737233322851976,0.4425392149605008,1.0,-0.5597991977293877,0.7528906352932669,0.5884755710458852,0.9216764780528733,0.170005295197077,0.6891925528306648,0.935417410465399,0.7039146224929236,0.0953225339500534,0.9295714640409861,0.7886995887806151,0.9260414623446444,0.6118056082897678,0.793786941502684,0.8668541885159345,0.9338218475420181,0.9162501994369994,0.5366597396892312,0.6664116727122384,0.6724812433575394,0.7815045627178959,0.8865077769639168,-0.030344730262331636,0.9477485769721372,0.8852319712858066,0.8457957703603992
INDUSINDBK,0.14129111498615313,-0.19563512343073758,-0.44742545699775976,0.4419908719317094,-0.20532370062711833,-0.348109106011939,-0.15490917862771744,0.29075156305871414,-0.415287879381785,-0.5417832803750192,-0.2806250675486268,-0.2808545673356541,-0.3503090971716456,-0.19134225315595044,-0.3253394615856836,-0.45510039380504325,-0.44916550317267745,-0.4783683914922657,-0.40455176140707527,-0.4404210837558277,-0.20660869883228447,-0.3553032608454067,-0.1392556544205753,-0.5597991977293877,1.0,-0.46375006111475997,-0.35502622044654303,-0.47440668816874765,0.20484778396890874,-0.01578301649258614,-0.5307393689866783,-0.1464382174580509,0.6375490154227792,-0.3834214604446247,-0.22425061641339664,-0.390738278454972,0.10934094689154288,-0.3112504999110622,-0.3769491144028229,-0.45652038720218746,-0.5129218549648473,0.18932935149300736,-0.007669222760932738,-0.06614583924077523,-0.28913422068503203,-0.6373990352190202,0.5583375751479674,-0.5545163227986423,-0.31675060276799066,-0.45305274323992994
INFY,0.3332415225882267,0.6045065401223914,0.8431843255969412,0.10658441662636714,0.5402659338539659,0.7262791198747619,0.5947448221168272,-0.2260298283272668,0.6184844591966517,0.7658127609616012,0.6668439336676539,0.8089771183280823,0.7566707734736695,0.6145824615001034,0.8215543220985158,0.5775181706527488,0.7417125315003439,0.9118857453784426,0.5376334994732926,0.7114276057045846,0.6629609203127896,0.5938374366347323,0.7002113666818104,0.7528906352932669,-0.46375006111475997,1.0,0.7552828501232095,0.6989658583587406,0.4038199321676496,0.49021832720581515,0.6769320564303446,0.3102706725570724,0.08461285180292782,0.7503237231240086,0.649910442055893,0.6765040933525162,0.4075773196736602,0.8808159799598366,0.5038172969099297,0.8493512086818646,0.825532244963489,0.5413162279657461,0.4704756541142708,0.20579095866417485,0.8641395931323832,0.9206745431751981,0.19259220092601925,0.8236328581512676,0.7968390075824343,0.828120542880312
ITC,0.011337919074450808,0.3343719897743307,0.5304592733613384,0.46088719985815313,0.46406399355292516,0.5207861029942724,0.7051440272709442,0.20296057763845238,0.4760324557490643,0.623880545477268,0.3571697530906532,0.7859894404157832,0.47380408117577516,0.3671837254825638,0.5534795122483117,0.5447444757982078,0.6119813055644684,0.5575282197442113,0.7168686775987188,0.8303696707284175,0.42871883252800647,0.558062975592568,0.8607102631258968,0.5884755710458852,-0.35502622044654303,0.7552828501232095,1.0,0.6254176072898809,0.4942594080958275,0.31221697094783163,0.559995831160455,0.20560694683887823,0.0648569289270564,0.5575550957248271,0.3898091377510672,0.45430449930233,0.08241361310631493,0.7855468893636502,0.2419653377688536,0.6849811377607827,0.5622375841286414,0.273792821120662,0.20347985965756377,0.046823905804471155,0.5630233007863746,0.756250672217792,0.08694243172428559,0.6705344471464619,0.6322360992736126,0.4210182032033205
JSWSTEEL,0.5006417648818475,0.7677507799535565,0.8001061772877041,-0.0601942827849116,0.8111168615538308,0.8837367037077551,0.5855299403464822,-0.15567041960741196,0.8730371307740897,0.9268153767578137,0.7737565069617389,0.84091361542704,0.8065240068726247,0.7592022670169494,0.7131510254659623,0.9003163019327673,0.9041232193034362,0.6851424902878576,0.7194891821823653,0.49802310407545897,0.8238983930239032,0.9378463040036682,0.4917832361694296,0.9216764780528733,-0.47440668816874765,0.6989658583587406,0.6254176072898809,1.0,0.2936143521641424,0.6706960776804818,0.9227543814143303,0.6503201169860867,0.1276931116599703,0.9051880838635101,0.6804280387466698,0.8627540506007725,0.5181131117067194,0.7417673373261212,0.7826611525357825,0.8949824275284101,0.843468523880075,0.4517561697302534,0.5640402585843056,0.6857167314277872,0.6864311241262453,0.858026628734963,0.025733945765005994,0.9222858491624651,0.877394065004623,0.7645973765833091
KOTAKBANK,0.10231125880813616,0.10002673913743498,0.23473359973330665,0.57557142639897,0.2755031169727321,0.1706004201227352,0.53376047213581,0.3781031208399388,0.11377316684345559,0.1700623900704771,0.028322937799126365,0.44649284138497275,0.10919266566395718,0.0732535184718878,0.1972274356243491,0.09698918152402729,0.19974341048050034,0.3241573386360746,0.5379579291567561,0.5018640628913147,0.18506711291353173,0.22582244145821256,0.5757596647076676,0.170005295197077,0.20484778396890874,0.4038199321676496,0.4942594080958275,0.2936143521641424,1.0,0.2551748169466005,0.13853731309715894,-0.0903441313055805,0.3978734797512773,0.1860220766299479,0.03587294175748201,0.07303820266201677,0.07437858175018112,0.3835026176644054,-0.09503467046905076,0.28480585839282707,0.1412766079577058,0.1993543759783767,-0.015144515020624161,-0.0756196081949772,0.2143491069510438,0.29878432752391826,0.3858783098207894,0.20867767091948394,0.3898270795066652,0.22687650841567208
