Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
ADANIENT,1.0,0.8458064596282284,0.5948066707133428,-0.18647884466093037,0.537048214719712,0.6345507533314997,0.08011262219685267,-0.4373087548192713,0.59763449269856,0.48229813193226956,0.7595871081140044,0.4472742029047517,0.6547694370054815,0.7621596921916636,0.5688550753295272,0.48059615805817135,0.5074928275039854,0.44086886457738783,0.04573227368375056,-0.12985153484457865,0.7228603819141266,0.5385127277834093,-0.023991323083881886,0.4963290230604016,0.14129111498615313,0.3332415225882267,0.011337919074450808,0.5006417648818475,0.10231125880813616,0.8111180741500102,0.4588021149726259,0.5767689418147363,0.4847274915337345,0.6845525984649161,0.7051512882674962,0.6620560055644078,0.8489278671265776,0.37907584752049756,0.6998647770666349,0.4694278178735845,0.5552060527098132,0.7832986069790779,0.7839649582833821,0.7320327113706587,0.6013748438683384,0.306188359235337,0.4571179973603666,0.43679027771764156,0.5904620705460281,0.609773991087032
ADANIPORTS,0.8458064596282284,1.0,0.8150854524922279,-0.24651975047627567,0.7702069608401573,0.8877179967624219,0.21508548075249082,-0.48612778031656356,0.9003771041460743,0.8199704773749248,0.9410678490782776,0.7293830687509824,0.8939696441711728,0.9588401223463893,0.8332518239853467,0.8091431925605874,0.8594286475832317,0.6288886163486805,0.31601992877250257,0.16977005087356553,0.9271672554172785,0.804026435334685,0.2389125696833676,0.8319205961236245,-0.19563512343073758,0.6045065401223914,0.3343719897743307,0.7677507799535565,0.10002673913743498,0.8548557174619258,0.8029665019931398,0.7835462041180126,0.35764291561825334,0.9279439862802645,0.9329678142802941,0.9426155087233006,0.8997935097255917,0.681708919188301,0.9252606663029468,0.7939968111416938,0.8332576919631242,0.8230572785580693,0.9165225499671585,0.8342552713977391,0.817482440213064,0.6593444356061067,0.2151623981744157,0.7793583480569781,0.8555209348199405,0.7988041240711217
APOLLOHOSP,0.5948066707133428,0.8150854524922279,1.0,-0.15787209230086724,0.6073921786517393,0.8937532995257987,0.5091495667181837,-0.4108917612883689,0.7521385738847542,0.865525104185081,0.872683538671911,0.7618796921171641,0.8955055959455007,0.8000671157712271,0.857217756546787,0.7204222158202189,0.8073654457618805,0.912644574834505,0.42928839990137596,0.48368944949026355,0.8130798084505924,0.7215007819635239,0.3881731101608939,0.8531083324281526,-0.44742545699775976,0.8431843255969412,0.5304592733613384,0.8001061772877041,0.23473359973330665,0.7126291241937273,0.7586097812847482,0.5638280917303646,0.16714107749754847,0.9010427147162126,0.7955431027645585,0.8309339088305273,0.6453859262206435,0.8172978740710031,0.7398849609444071,0.9001816955215965,0.948026010211625,0.6688991120617213,0.6879522571702288,0.5209286158348921,0.8619095532129171,0.8499165876142828,0.2689199202252344,0.877633028561032,0.8300269732772391,0.9069000670002623
ASIANPAINT,-0.18647884466093037,-0.24651975047627567,-0.15787209230086724,1.0,0.0009706255827021284,-0.16256324626839339,0.46344382985131627,0.6094270895386497,-0.24626266491603369,-0.1780326187242144,-0.25243968140807427,0.24452798529653816,-0.20121224304921087,-0.2001259398297805,-0.06645510486647709,-0.16648395720869819,-0.1280884569588399,-0.08411532370847528,0.29862314231075454,0.38391511712578896,-0.13413561344597422,-0.08313927013669106,0.6097370648344237,-0.21148834206597122,0.4419908719317094,0.10658441662636714,0.46088719985815313,-0.0601942827849116,0.57557142639897,-0.14066942860088746,-0.21239903613199926,-0.29995702205232666,0.3324422662019177,-0.14794418984454846,-0.23963609290938664,-0.26617444911638305,-0.22145551678110048,0.2066550962714552,-0.4267895452442371,-0.030135908728372084,-0.21030363515601197,-0.0055926853685223975,-0.24749070211274624,-0.3574333204325293,-0.038384118487571804,-0.03090454346685771,0.37094167170486214,-0.09311833952907173,0.017379064834709124,-0.23092146904728753
AXISBANK,0.537048214719712,0.7702069608401573,0.6073921786517393,0.0009706255827021284,1.0,0.7428496914220011,0.33455801564013016,-0.15524950924826392,0.8630114680436077,0.7676273538904844,0.6741796150910543,0.7958166476843193,0.6952999626463763,0.7378415362164875,0.6437012415647024,0.8398005857768195,0.8481081092169431,0.4531070592083118,0.634657569590408,0.2583527308869287,0.8369531516798163,0.8346635212278637,0.4743299961213238,0.8196406924090625,-0.20532370062711833,0.5402659338539659,0.46406399355292516,0.8111168615538308,0.2755031169727321,0.6532091350511129,0.8222750581850612,0.5965354418542929,0.3269659301207322,0.7691170175890261,0.6639914410503601,0.8205244348952109,0.6498504076605376,0.6008547907020819,0.7726752205300446,0.7407593343072062,0.6208543400068692,0.5310756510234869,0.5968310346878768,0.7096679237986815,0.5964713596493342,0.6814830653333904,0.0026429015749367636,0.7354663141609868,0.8676938536347363,0.6745425272023488
BAJAJ-AUTO,0.6345507533314997,0.8877179967624219,0.8937532995257987,-0.16256324626839339,0.7428496914220011,1.0,0.5163647143841672,-0.32293674878741846,0.8726666242854089,0.9510099135478605,0.9242632690230085,0.828766882586925,0.9516920144497247,0.8960681810297983,0.834473834135207,0.8476524470762183,0.9023197997657902,0.7519698831343531,0.453886290974814,0.3839159562842023,0.9312820812427167,0.8687573412579457,0.42400671543971075,0.9202960361470753,-0.348109106011939,0.7262791198747619,0.5207861029942724,0.8837367037077551,0.1706004201227352,0.7462047167275212,0.8931602606696479,0.793629742199792,0.29611075029864403,0.9562632047038242,0.8504366108603953,0.9318575524547432,0.728359469203144,0.8218330589818938,0.8517529073283504,0.9373933519524689,0.9455713001891604,0.7113795172283751,0.7863091126071748,0.745495897018963,0.8226054603800891,0.8018322018775743,0.19971040774474394,0.9363827154609687,0.8608691409388928,0.8164226906710325
BAJAJFINSV,0.08011262219685267,0.21508548075249082,0.5091495667181837,0.46344382985131627,0.33455801564013016,0.5163647143841672,1.0,0.3854756012262854,0.2482879397933314,0.5179929181074756,0.3237831200171864,0.6093965751861897,0.40670380937495776,0.22948461166120585,0.3769771954855537,0.35421170243700223,0.43351311557631494,0.5676129040280342,0.5797138593197884,0.6983518846978486,0.3444927155152703,0.44712205491678403,0.6436582450825944,0.4891618807668789,-0.15490917862771744,0.5947448221168272,0.7051440272709442,0.5855299403464822,0.53376047213581,0.2780128763094112,0.4000528220665065,0.20155383621162096,0.1984997461522362,0.45974665815217985,0.1825600950860681,0.29713319091269574,0.04237528158189813,0.689048533113038,0.1266426061774747,0.6183331142860465,0.518523118214677,0.19307011360835102,0.08807709597740428,0.06639374216951999,0.4166179841239265,0.5648440583068746,0.3572286754940001,0.5759214665793225,0.44890463576596007,0.38386209583098874
BAJFINANCE,-0.4373087548192713,-0.48612778031656356,-0.4108917612883689,0.6094270895386497,-0.15524950924826392,-0.32293674878741846,0.3854756012262854,1.0,-0.35326831734588166,-0.2800859122761693,-0.5531931110868734,-0.09978430553838624,-0.4167873667740755,-0.511341485338252,-0.4362590874267277,-0.30231692444827424,-0.28639722472615214,-0.34550668465150325,0.25085122522487574,0.1541584391299827,-0.3750131185548866,-0.20177465599199954,0.2799554326981198,-0.30254811551457234,0.29075156305871414,-0.2260298283272668,0.20296057763845238,-0.15567041960741196,0.3781031208399388,-0.32563574546192825,-0.2580447360726958,-0.30729597004434184,0.026872087615122518,-0.40014225910226603,-0.5316579330588623,-0.4546510839815807,-0.47333149052617324,-0.15412335651275055,-0.5175128093722439,-0.20481770594725035,-0.41831508882865287,-0.4220369832678674,-0.5329799828559246,-0.3368645231294012,-0.4159279783696286,-0.21903009632213186,0.03896306695312535,-0.2679626331843619,-0.26117163632471524,-0.4347657399470566
BEL,0.59763449269856,0.9003771041460743,0.7521385738847542,-0.24626266491603369,0.8630114680436077,0.8726666242854089,0.2482879397933314,-0.35326831734588166,1.0,0.9042697541807813,0.8398312221284953,0.7965703032187772,0.8608338895923134,0.8897248871583378,0.7800237927207376,0.9353745345712262,0.9455387974585584,0.5661250850849452,0.5384974378627083,0.300118446907855,0.9002833073319139,0.9045854616143059,0.38234493505748257,0.9089986993488188,-0.415287879381785,0.6184844591966517,0.4760324557490643,0.8730371307740897,0.11377316684345559,0.7291876914622811,0.9493235102769729,0.7707218663280343,0.15964053054130642,0.905960804004115,0.8506908572894624,0.9578636657433821,0.7234721921207014,0.6824440186629083,0.9253487096526639,0.8418509244303114,0.8045297264243688,0.603617904675356,0.7611308471293223,0.8116770381905587,0.7233807167928441,0.7770037096359014,-0.0931562659298588,0.8632419184620038,0.8947768312653933,0.7510171209608822
BHARTIARTL,0.48229813193226956,0.8199704773749248,0.865525104185081,-0.1780326187242144,0.7676273538904844,0.9510099135478605,0.5179929181074756,-0.2800859122761693,0.9042697541807813,1.0,0.8492122803802475,0.8565987579154647,0.899716584498209,0.8294304243472997,0.8069015711380538,0.8958394973710554,0.9422735363056385,0.7458894417638895,0.5870431584835524,0.4914536337217515,0.877966985346441,0.9070022380493924,0.48978850773615173,0.9666736260257266,-0.5417832803750192,0.7658127609616012,0.623880545477268,0.9268153767578137,0.1700623900704771,0.6553018736817975,0.9521570138028603,0.7261387509485148,0.0830650892684085,0.9401361164273394,0.7915371237410322,0.9221917729902606,0.5863837999359099,0.8109115916316896,0.8320219870883375,0.9567993572752045,0.9323695970360876,0.5522068713669022,0.6627003083016769,0.6735966826492794,0.7665840150010085,0.8962608595084216,-0.009407435447328371,0.9762636778480906,0.8692629570507991,0.8022701206195124
BPCL,0.7595871081140044,0.9410678490782776,0.872683538671911,-0.25243968140807427,0.6741796150910543,0.9242632690230085,0.3237831200171864,-0.5531931110868734,0.8398312221284953,0.8492122803802475,1.0,0.7229385273895169,0.9309655536022795,0.9610710053277194,0.8714254892664491,0.8006238975175163,0.8454598464269085,0.7081921102470324,0.25346797979478886,0.2584400910477691,0.903493254316495,0.7754890903860588,0.2660866491877017,0.8376099584295206,-0.2806250675486268,0.6668439336676539,0.3571697530906532,0.7737565069617389,0.028322937799126365,0.7676872661451408,0.7995570299904875,0.8054268628858737,0.29963550898675545,0.9406555136116949,0.9327281177840194,0.9346245934103496,0.8329487788637838,0.7637669115309121,0.8982376168730359,0.8347038355621033,0.9090310353726317,0.7930831322574216,0.897281050005485,0.7676706437459374,0.8603503667314548,0.6974714971644536,0.23514920634479936,0.8383125509665613,0.8053000352159124,0.8071652478048826
